data_base;cliente_id;descricao_cliente;categoria_material;valor_ruptura;valor_pedido;volume_ruptura_und;percent_ruptura;ano;mes;cod_mes;nome_cliente;estoque;ddv;cobertura_dias;tipo_cliente;contato_cliente
202101;CC;DIAMANTE;CUIDADOS COM A PELE;9872.15;107856.37;237;0.092;2021;1;M01;DIAMANTE;3631;72.41;50;ESPECIAL;Maria
202101;CC;DIAMANTE;CUIDADOS FACIAIS;2638.52;8129.69;24;0.325;2021;1;M01;DIAMANTE;261;4.75;55;ESPECIAL;Maria
202101;CC;DIAMANTE;DESODORANTES;8358.91;36226.7;426;0.231;2021;1;M01;DIAMANTE;1090;43.63;25;ESPECIAL;Maria
202101;CC;DIAMANTE;GIFTS;2860.82;8812.98;39;0.325;2021;1;M01;DIAMANTE;124;6.37;19;ESPECIAL;Maria
202101;CC;DIAMANTE;HOME CARE;22.84;31.84;0;0.0;2021;1;M01;DIAMANTE;19;1.13;17;ESPECIAL;Maria
202101;CC;DIAMANTE;INFANTIL;2012.37;15185.1;82;0.133;2021;1;M01;DIAMANTE;398;8.21;48;ESPECIAL;Maria
202101;CC;DIAMANTE;MAQUIAGEM;4267.81;23790.4;232;0.179;2021;1;M01;DIAMANTE;1061;43.88;24;ESPECIAL;Maria
202101;CC;DIAMANTE;ÓLEOS;1632.71;4847.39;28;0.337;2021;1;M01;DIAMANTE;137;3.72;37;ESPECIAL;Maria
202101;CC;DIAMANTE;PERFUMARIA;3970.05;401714.46;57;0.01;2021;1;M01;DIAMANTE;6926;121.43;57;ESPECIAL;Maria
202101;CC;DIAMANTE;SABONETE CORPO;1508.8;8131.81;58;0.186;2021;1;M01;DIAMANTE;631;24.19;26;ESPECIAL;Maria
202101;CC;DIAMANTE;SOLAR;66.01;580.02;1;0.114;2021;1;M01;DIAMANTE;20;0.78;25;ESPECIAL;Maria
202101;CC;DIAMANTE;UNHAS;489.18;466.07;64;1.05;2021;1;M01;DIAMANTE;17;2.8;6;ESPECIAL;Maria
202101;DD;RUBI;ACESSÓRIOS;33001.27;12092.8;976;2.729;2021;1;M01;RUBI;609;18.58;33;PADRÃO;Ricardo
202101;DD;RUBI;CABELOS;25764.62;87774.92;1019;0.294;2021;1;M01;RUBI;1558;49.97;31;PADRÃO;Ricardo
202101;DD;RUBI;CUIDADOS COM A BARBA;647.2;2528.5;17;0.256;2021;1;M01;RUBI;120;2.86;42;PADRÃO;Ricardo
202101;DD;RUBI;CUIDADOS COM A PELE;32561.9;241230.21;727;0.135;2021;1;M01;RUBI;9485;156.27;61;PADRÃO;Ricardo
202101;DD;RUBI;CUIDADOS FACIAIS;7265.18;26295.45;72;0.276;2021;1;M01;RUBI;667;9.71;69;PADRÃO;Ricardo
202101;DD;RUBI;DESODORANTES;29267.48;65528.57;1472;0.447;2021;1;M01;RUBI;2806;67.88;41;PADRÃO;Ricardo
202101;DD;RUBI;GIFTS;16628.98;27312.49;200;0.609;2021;1;M01;RUBI;331;14.8;22;PADRÃO;Ricardo
202101;DD;RUBI;HOME CARE;59.96;31.84;1;0.0;2021;1;M01;RUBI;78;2.95;26;PADRÃO;Ricardo
202101;DD;RUBI;INFANTIL;6394.76;58379.45;236;0.11;2021;1;M01;RUBI;1219;24.01;51;PADRÃO;Ricardo
202101;DD;RUBI;MAQUIAGEM;15574.4;67050.73;808;0.232;2021;1;M01;RUBI;2786;93.6;30;PADRÃO;Ricardo
202101;DD;RUBI;ÓLEOS;7046.33;16353.31;131;0.431;2021;1;M01;RUBI;386;10.23;38;PADRÃO;Ricardo
202101;DD;RUBI;PERFUMARIA;14299.19;1329083.12;191;0.011;2021;1;M01;RUBI;17044;349.58;49;PADRÃO;Ricardo
202101;DD;RUBI;SABONETE CORPO;2446.28;16678.74;101;0.147;2021;1;M01;RUBI;1142;48.21;24;PADRÃO;Ricardo
202101;DD;RUBI;SOLAR;182.01;1646.2;4;0.111;2021;1;M01;RUBI;71;1.89;38;PADRÃO;Ricardo
202101;DD;RUBI;UNHAS;1221.75;1493.84;147;0.818;2021;1;M01;RUBI;66;4.43;15;PADRÃO;Ricardo
202101;JJ;SAFIRA;ACESSÓRIOS;2947.47;896.63;105;3.287;2021;1;M01;SAFIRA;47;2.16;22;PADRÃO;Matheus
202101;JJ;SAFIRA;CABELOS;4681.29;8513.82;185;0.55;2021;1;M01;SAFIRA;116;6.25;19;PADRÃO;Matheus
202101;JJ;SAFIRA;CUIDADOS COM A BARBA;241.71;327.98;6;0.737;2021;1;M01;SAFIRA;11;0.4;28;PADRÃO;Matheus
202101;JJ;SAFIRA;CUIDADOS COM A PELE;4900.53;19974.84;129;0.245;2021;1;M01;SAFIRA;696;15.21;46;PADRÃO;Matheus
202101;JJ;SAFIRA;CUIDADOS FACIAIS;955.94;2847.74;11;0.336;2021;1;M01;SAFIRA;84;1.13;74;PADRÃO;Matheus
202101;JJ;SAFIRA;DESODORANTES;10760.56;11693.89;545;0.92;2021;1;M01;SAFIRA;349;14.25;24;PADRÃO;Matheus
202101;JJ;SAFIRA;GIFTS;1997.7;2036.77;25;0.981;2021;1;M01;SAFIRA;46;2.64;17;PADRÃO;Matheus
202101;JJ;SAFIRA;INFANTIL;1212.42;3988.63;49;0.304;2021;1;M01;SAFIRA;86;2.66;32;PADRÃO;Matheus
202101;JJ;SAFIRA;MAQUIAGEM;4481.47;3871.32;143;1.158;2021;1;M01;SAFIRA;348;9.22;38;PADRÃO;Matheus
202101;JJ;SAFIRA;ÓLEOS;678.93;1411.94;13;0.481;2021;1;M01;SAFIRA;21;0.7;30;PADRÃO;Matheus
202101;JJ;SAFIRA;PERFUMARIA;2394.34;93849.33;29;0.026;2021;1;M01;SAFIRA;1507;28.75;52;PADRÃO;Matheus
202101;JJ;SAFIRA;SABONETE CORPO;1368.04;2169.64;91;0.631;2021;1;M01;SAFIRA;185;6.78;27;PADRÃO;Matheus
202101;JJ;SAFIRA;SOLAR;15.92;157.78;0;0.0;2021;1;M01;SAFIRA;11;0.33;33;PADRÃO;Matheus
202101;JJ;SAFIRA;UNHAS;465.58;175.24;55;2.657;2021;1;M01;SAFIRA;1;0.98;1;PADRÃO;Matheus
202101;KK;RUBI;ACESSÓRIOS;149.83;965.58;5;0.155;2021;1;M01;RUBI;61;2.89;21;PADRÃO;Ricardo
202101;KK;RUBI;CABELOS;463.49;10804.68;17;0.043;2021;1;M01;RUBI;319;6.84;47;PADRÃO;Ricardo
202101;KK;RUBI;CUIDADOS COM A BARBA;12.01;346.55;0;0.035;2021;1;M01;RUBI;23;0.37;63;PADRÃO;Ricardo
202101;KK;RUBI;CUIDADOS COM A PELE;585.32;36792.31;12;0.016;2021;1;M01;RUBI;1462;19.2;76;PADRÃO;Ricardo
202101;KK;RUBI;CUIDADOS FACIAIS;31.24;3752.51;1;0.008;2021;1;M01;RUBI;174;1.3;134;PADRÃO;Ricardo
202101;KK;RUBI;DESODORANTES;722.4;10528.59;36;0.069;2021;1;M01;RUBI;438;8.56;51;PADRÃO;Ricardo
202101;KK;RUBI;GIFTS;475.24;3579.27;5;0.133;2021;1;M01;RUBI;92;2.37;39;PADRÃO;Ricardo
202101;KK;RUBI;INFANTIL;6.5;8157.81;0;0.001;2021;1;M01;RUBI;185;3.48;53;PADRÃO;Ricardo
202101;KK;RUBI;MAQUIAGEM;160.56;8818.71;7;0.018;2021;1;M01;RUBI;694;21.76;32;PADRÃO;Ricardo
202101;KK;RUBI;ÓLEOS;93.76;1216.06;2;0.077;2021;1;M01;RUBI;21;0.76;28;PADRÃO;Ricardo
202101;KK;RUBI;PERFUMARIA;184.98;199445.75;2;0.001;2021;1;M01;RUBI;2767;49.52;56;PADRÃO;Ricardo
202101;KK;RUBI;SABONETE CORPO;51.71;2471.03;2;0.021;2021;1;M01;RUBI;369;6.41;58;PADRÃO;Ricardo
202101;KK;RUBI;SOLAR;15.92;130.08;0;0.0;2021;1;M01;RUBI;10;0.22;44;PADRÃO;Ricardo
202101;KK;RUBI;UNHAS;15.92;242.92;0;0.0;2021;1;M01;RUBI;43;0.71;60;PADRÃO;Ricardo
202101;LL;RUBI;ACESSÓRIOS;915.07;861.89;27;1.062;2021;1;M01;RUBI;48;1.25;38;PADRÃO;Ricardo
202101;LL;RUBI;CABELOS;1351.42;6243.57;51;0.216;2021;1;M01;RUBI;177;3.74;47;PADRÃO;Ricardo
202101;LL;RUBI;CUIDADOS COM A BARBA;34.22;199.4;1;0.172;2021;1;M01;RUBI;15;0.27;56;PADRÃO;Ricardo
202101;LL;RUBI;CUIDADOS COM A PELE;1501.16;19483.67;29;0.077;2021;1;M01;RUBI;806;10.25;79;PADRÃO;Ricardo
202101;LL;RUBI;CUIDADOS FACIAIS;15.92;1537.91;0;0.0;2021;1;M01;RUBI;72;0.69;104;PADRÃO;Ricardo
202101;LL;RUBI;DESODORANTES;949.11;5343.52;47;0.178;2021;1;M01;RUBI;266;4.47;60;PADRÃO;Ricardo
202101;LL;RUBI;GIFTS;538.99;1777.1;7;0.303;2021;1;M01;RUBI;43;1.09;40;PADRÃO;Ricardo
202101;LL;RUBI;INFANTIL;124.94;3521.29;4;0.035;2021;1;M01;RUBI;138;1.75;79;PADRÃO;Ricardo
202101;LL;RUBI;MAQUIAGEM;625.56;5096.06;18;0.123;2021;1;M01;RUBI;392;7.75;51;PADRÃO;Ricardo
202101;LL;RUBI;ÓLEOS;708.75;1022.17;13;0.693;2021;1;M01;RUBI;13;0.43;30;PADRÃO;Ricardo
202101;LL;RUBI;PERFUMARIA;341.55;101358.58;3;0.003;2021;1;M01;RUBI;1609;23.07;70;PADRÃO;Ricardo
202101;LL;RUBI;SABONETE CORPO;31.93;1116.32;2;0.029;2021;1;M01;RUBI;162;3.22;50;PADRÃO;Ricardo
202101;LL;RUBI;SOLAR;46.5;27.28;1;1.705;2021;1;M01;RUBI;7;0.07;106;PADRÃO;Ricardo
202101;LL;RUBI;UNHAS;37.92;107.18;4;0.354;2021;1;M01;RUBI;18;0.53;34;PADRÃO;Ricardo
202101;OO;PRATA;ACESSÓRIOS;14821.82;6838.94;469;2.167;2021;1;M01;PRATA;210;4.83;43;PADRÃO;Bianca
202101;OO;PRATA;CABELOS;6392.48;21972.28;240;0.291;2021;1;M01;PRATA;833;9.82;85;PADRÃO;Bianca
202101;OO;PRATA;CUIDADOS COM A BARBA;91.23;703.85;3;0.13;2021;1;M01;PRATA;31;0.44;70;PADRÃO;Bianca
202101;OO;PRATA;CUIDADOS COM A PELE;13384.89;111279.8;285;0.12;2021;1;M01;PRATA;3054;28.98;105;PADRÃO;Bianca
202101;OO;PRATA;CUIDADOS FACIAIS;673.6;6053.63;6;0.111;2021;1;M01;PRATA;158;1.55;102;PADRÃO;Bianca
202101;OO;PRATA;DESODORANTES;3965.24;12967.17;186;0.306;2021;1;M01;PRATA;933;14.34;65;PADRÃO;Bianca
202101;OO;PRATA;GIFTS;7691.98;10454.88;98;0.736;2021;1;M01;PRATA;124;4.35;29;PADRÃO;Bianca
202101;OO;PRATA;INFANTIL;3150.06;28484.64;102;0.111;2021;1;M01;PRATA;584;7.34;80;PADRÃO;Bianca
202101;OO;PRATA;MAQUIAGEM;8003.63;17962.21;273;0.446;2021;1;M01;PRATA;914;18.19;50;PADRÃO;Bianca
202101;OO;PRATA;ÓLEOS;4181.51;7857.64;69;0.532;2021;1;M01;PRATA;57;2.2;26;PADRÃO;Bianca
202101;OO;PRATA;PERFUMARIA;12106.4;728774.23;183;0.017;2021;1;M01;PRATA;13915;188.09;74;PADRÃO;Bianca
202101;OO;PRATA;SABONETE CORPO;2550.34;6691.15;144;0.381;2021;1;M01;PRATA;574;18.23;31;PADRÃO;Bianca
202101;OO;PRATA;SOLAR;286.95;716.06;6;0.401;2021;1;M01;PRATA;19;0.65;29;PADRÃO;Bianca
202101;OO;PRATA;UNHAS;454.33;349.59;56;1.3;2021;1;M01;PRATA;67;1.9;35;PADRÃO;Bianca
202102;AA;ESMERALDA;ACESSÓRIOS;6999.45;5385.28;172;1.3;2021;2;M02;ESMERALDA;429;8.78;49;ESPECIAL;João
202102;AA;ESMERALDA;CABELOS;11707.05;24516.14;385;0.478;2021;2;M02;ESMERALDA;986;56.69;17;ESPECIAL;João
202102;AA;ESMERALDA;CUIDADOS COM A BARBA;1077.25;2689.42;29;0.401;2021;2;M02;ESMERALDA;54;1.41;38;ESPECIAL;João
202102;AA;ESMERALDA;CUIDADOS COM A PELE;23329.39;104981.72;629;0.222;2021;2;M02;ESMERALDA;3470;68.53;51;ESPECIAL;João
202102;AA;ESMERALDA;CUIDADOS FACIAIS;1601.58;11796.53;26;0.136;2021;2;M02;ESMERALDA;208;6.45;32;ESPECIAL;João
202102;AA;ESMERALDA;DESODORANTES;8587.04;50322.4;340;0.171;2021;2;M02;ESMERALDA;2340;72.27;32;ESPECIAL;João
202102;AA;ESMERALDA;GIFTS;1673.08;15218.74;35;0.11;2021;2;M02;ESMERALDA;471;18.4;26;ESPECIAL;João
202102;AA;ESMERALDA;INFANTIL;2075.41;8649.28;70;0.24;2021;2;M02;ESMERALDA;507;22.8;22;ESPECIAL;João
202102;AA;ESMERALDA;MAQUIAGEM;9258.81;30573.83;293;0.303;2021;2;M02;ESMERALDA;1084;41.54;26;ESPECIAL;João
202102;AA;ESMERALDA;ÓLEOS;1693.57;7141.63;26;0.237;2021;2;M02;ESMERALDA;142;4.86;29;ESPECIAL;João
202102;AA;ESMERALDA;PERFUMARIA;26731.51;421266.42;372;0.063;2021;2;M02;ESMERALDA;8958;159.85;56;ESPECIAL;João
202102;AA;ESMERALDA;SABONETE CORPO;1930.98;22024.76;77;0.088;2021;2;M02;ESMERALDA;383;19.77;19;ESPECIAL;João
202102;AA;ESMERALDA;SOLAR;501.88;1496.38;11;0.335;2021;2;M02;ESMERALDA;19;0.86;22;ESPECIAL;João
202102;AA;ESMERALDA;UNHAS;221.73;649.64;22;0.341;2021;2;M02;ESMERALDA;59;4.66;13;ESPECIAL;João
202102;BB;OURO;ACESSÓRIOS;4272.54;4568.81;116;0.935;2021;2;M02;OURO;358;5.81;62;PADRÃO;Pedro
202102;BB;OURO;CABELOS;6704.96;15692.15;215;0.427;2021;2;M02;OURO;890;38.11;23;PADRÃO;Pedro
202102;BB;OURO;CUIDADOS COM A BARBA;239.25;1826.12;6;0.131;2021;2;M02;OURO;41;0.86;48;PADRÃO;Pedro
202102;BB;OURO;CUIDADOS COM A PELE;13267.25;63192.98;377;0.21;2021;2;M02;OURO;2074;39.46;53;PADRÃO;Pedro
202102;BB;OURO;CUIDADOS FACIAIS;1849.37;9196.94;18;0.201;2021;2;M02;OURO;223;5.03;44;PADRÃO;Pedro
202102;BB;OURO;DESODORANTES;4114.49;30067.14;163;0.137;2021;2;M02;OURO;1430;40.26;36;PADRÃO;Pedro
202102;BB;OURO;GIFTS;1444.28;11662.46;30;0.124;2021;2;M02;OURO;424;14.01;30;PADRÃO;Pedro
202102;BB;OURO;INFANTIL;2408.73;6277.99;57;0.384;2021;2;M02;OURO;397;14.06;28;PADRÃO;Pedro
202102;BB;OURO;MAQUIAGEM;2728.06;20977.43;95;0.13;2021;2;M02;OURO;1285;30.22;43;PADRÃO;Pedro
202102;BB;OURO;ÓLEOS;1416.84;3377.66;22;0.419;2021;2;M02;OURO;117;2.87;41;PADRÃO;Pedro
202102;BB;OURO;PERFUMARIA;11174.25;304922.1;170;0.037;2021;2;M02;OURO;7806;116.86;67;PADRÃO;Pedro
202102;BB;OURO;SABONETE CORPO;869.24;17343.91;42;0.05;2021;2;M02;OURO;390;15.19;26;PADRÃO;Pedro
202102;BB;OURO;SOLAR;140.96;1114.99;3;0.126;2021;2;M02;OURO;15;0.51;29;PADRÃO;Pedro
202102;BB;OURO;UNHAS;209.66;495.26;20;0.423;2021;2;M02;OURO;93;4.05;23;PADRÃO;Pedro
202102;CC;DIAMANTE;ACESSÓRIOS;3185.43;3254.19;80;0.979;2021;2;M02;DIAMANTE;266;5.22;51;ESPECIAL;Maria
202102;CC;DIAMANTE;CABELOS;4578.72;14538.65;147;0.315;2021;2;M02;DIAMANTE;794;35.39;22;ESPECIAL;Maria
202102;CC;DIAMANTE;CUIDADOS COM A BARBA;59.84;1499.42;2;0.04;2021;2;M02;DIAMANTE;34;0.83;41;ESPECIAL;Maria
202102;CC;DIAMANTE;CUIDADOS COM A PELE;7439.05;60078.72;181;0.124;2021;2;M02;DIAMANTE;2788;43.84;64;ESPECIAL;Maria
202102;CC;DIAMANTE;CUIDADOS FACIAIS;934.83;7675.83;13;0.122;2021;2;M02;DIAMANTE;257;4.84;53;ESPECIAL;Maria
202102;CC;DIAMANTE;DESODORANTES;3492.64;23823.14;140;0.147;2021;2;M02;DIAMANTE;992;35.12;28;ESPECIAL;Maria
202102;CC;DIAMANTE;GIFTS;873.71;7416.09;17;0.118;2021;2;M02;DIAMANTE;317;9.08;35;ESPECIAL;Maria
202102;CC;DIAMANTE;INFANTIL;917.8;6175.89;28;0.149;2021;2;M02;DIAMANTE;338;14.0;24;ESPECIAL;Maria
202102;CC;DIAMANTE;MAQUIAGEM;3003.12;17322.9;113;0.173;2021;2;M02;DIAMANTE;1254;30.93;41;ESPECIAL;Maria
202102;CC;DIAMANTE;ÓLEOS;683.68;3479.57;11;0.196;2021;2;M02;DIAMANTE;147;2.92;50;ESPECIAL;Maria
202102;CC;DIAMANTE;PERFUMARIA;10203.28;263744.28;142;0.039;2021;2;M02;DIAMANTE;6773;106.47;64;ESPECIAL;Maria
202102;CC;DIAMANTE;SABONETE CORPO;584.36;13475.4;19;0.043;2021;2;M02;DIAMANTE;459;15.73;29;ESPECIAL;Maria
202102;CC;DIAMANTE;SOLAR;42.64;820.03;1;0.052;2021;2;M02;DIAMANTE;13;0.54;24;ESPECIAL;Maria
202102;CC;DIAMANTE;UNHAS;211.27;379.95;22;0.556;2021;2;M02;DIAMANTE;97;4.01;24;ESPECIAL;Maria
202102;DD;RUBI;ACESSÓRIOS;9776.73;7628.91;214;1.282;2021;2;M02;RUBI;522;10.56;49;PADRÃO;Ricardo
202102;DD;RUBI;CABELOS;10717.96;28311.26;349;0.379;2021;2;M02;RUBI;1647;80.12;21;PADRÃO;Ricardo
202102;DD;RUBI;CUIDADOS COM A BARBA;345.43;3192.52;8;0.108;2021;2;M02;RUBI;97;1.62;60;PADRÃO;Ricardo
202102;DD;RUBI;CUIDADOS COM A PELE;24929.91;110758.71;644;0.225;2021;2;M02;RUBI;6092;133.5;46;PADRÃO;Ricardo
202102;DD;RUBI;CUIDADOS FACIAIS;399.0;16733.14;5;0.024;2021;2;M02;RUBI;553;10.93;51;PADRÃO;Ricardo
202102;DD;RUBI;DESODORANTES;6323.25;30710.25;243;0.206;2021;2;M02;RUBI;2599;65.33;40;PADRÃO;Ricardo
202102;DD;RUBI;GIFTS;1582.04;22303.23;36;0.071;2021;2;M02;RUBI;714;24.82;29;PADRÃO;Ricardo
202102;DD;RUBI;INFANTIL;1886.75;15656.61;60;0.121;2021;2;M02;RUBI;955;43.84;22;PADRÃO;Ricardo
202102;DD;RUBI;MAQUIAGEM;6319.93;43694.28;250;0.145;2021;2;M02;RUBI;2974;65.75;45;PADRÃO;Ricardo
202102;DD;RUBI;ÓLEOS;2077.79;10094.61;33;0.206;2021;2;M02;RUBI;350;8.6;41;PADRÃO;Ricardo
202102;DD;RUBI;PERFUMARIA;35595.38;660728.05;453;0.054;2021;2;M02;RUBI;18975;301.04;63;PADRÃO;Ricardo
202102;DD;RUBI;SABONETE CORPO;2188.1;21780.53;95;0.1;2021;2;M02;RUBI;725;25.83;28;PADRÃO;Ricardo
202102;DD;RUBI;SOLAR;48.35;1885.17;1;0.026;2021;2;M02;RUBI;53;1.4;38;PADRÃO;Ricardo
202102;DD;RUBI;UNHAS;237.29;720.77;23;0.329;2021;2;M02;RUBI;121;6.21;19;PADRÃO;Ricardo
202102;EE;DIAMANTE;ACESSÓRIOS;562.57;930.8;17;0.604;2021;2;M02;DIAMANTE;104;1.27;82;ESPECIAL;Maria
202102;EE;DIAMANTE;CABELOS;1089.99;2426.83;36;0.449;2021;2;M02;DIAMANTE;262;7.9;33;ESPECIAL;Maria
202102;EE;DIAMANTE;CUIDADOS COM A BARBA;39.07;280.28;1;0.139;2021;2;M02;DIAMANTE;27;0.17;158;ESPECIAL;Maria
202102;EE;DIAMANTE;CUIDADOS COM A PELE;2291.35;12351.29;61;0.186;2021;2;M02;DIAMANTE;637;8.96;71;ESPECIAL;Maria
202102;EE;DIAMANTE;CUIDADOS FACIAIS;94.9;1076.91;3;0.088;2021;2;M02;DIAMANTE;62;1.14;54;ESPECIAL;Maria
202102;EE;DIAMANTE;DESODORANTES;2115.87;6046.35;95;0.35;2021;2;M02;DIAMANTE;488;9.71;50;ESPECIAL;Maria
202102;EE;DIAMANTE;GIFTS;162.24;1711.71;3;0.095;2021;2;M02;DIAMANTE;88;1.13;78;ESPECIAL;Maria
202102;EE;DIAMANTE;INFANTIL;140.01;1055.78;5;0.133;2021;2;M02;DIAMANTE;167;3.59;47;ESPECIAL;Maria
202102;EE;DIAMANTE;MAQUIAGEM;932.89;3840.04;28;0.243;2021;2;M02;DIAMANTE;450;6.7;67;ESPECIAL;Maria
202102;EE;DIAMANTE;ÓLEOS;54.39;686.99;1;0.079;2021;2;M02;DIAMANTE;68;0.6;114;ESPECIAL;Maria
202102;EE;DIAMANTE;PERFUMARIA;7169.17;54032.19;88;0.133;2021;2;M02;DIAMANTE;1270;21.72;58;ESPECIAL;Maria
202102;EE;DIAMANTE;SABONETE CORPO;379.53;2527.57;17;0.15;2021;2;M02;DIAMANTE;160;3.19;50;ESPECIAL;Maria
202102;EE;DIAMANTE;SOLAR;15.92;105.12;0;0.0;2021;2;M02;DIAMANTE;13;0.07;184;ESPECIAL;Maria
202102;EE;DIAMANTE;UNHAS;9.54;74.57;1;0.128;2021;2;M02;DIAMANTE;49;0.68;72;ESPECIAL;Maria
202102;FF;SAFIRA;ACESSÓRIOS;2079.88;923.57;50;2.252;2021;2;M02;SAFIRA;106;1.36;78;PADRÃO;Matheus
202102;FF;SAFIRA;CABELOS;1728.55;5568.53;57;0.31;2021;2;M02;SAFIRA;752;7.32;103;PADRÃO;Matheus
202102;FF;SAFIRA;CUIDADOS COM A BARBA;110.74;480.5;4;0.23;2021;2;M02;SAFIRA;74;0.19;387;PADRÃO;Matheus
202102;FF;SAFIRA;CUIDADOS COM A PELE;6718.5;28838.57;181;0.233;2021;2;M02;SAFIRA;1636;10.83;151;PADRÃO;Matheus
202102;FF;SAFIRA;CUIDADOS FACIAIS;556.27;2750.03;6;0.202;2021;2;M02;SAFIRA;205;0.99;208;PADRÃO;Matheus
202102;FF;SAFIRA;DESODORANTES;1016.17;10572.74;44;0.096;2021;2;M02;SAFIRA;1537;8.18;188;PADRÃO;Matheus
202102;FF;SAFIRA;GIFTS;1358.21;4249.18;14;0.32;2021;2;M02;SAFIRA;152;1.31;116;PADRÃO;Matheus
202102;FF;SAFIRA;INFANTIL;216.91;3052.71;8;0.071;2021;2;M02;SAFIRA;272;2.55;107;PADRÃO;Matheus
